university_name,program_name,degree_type,duration,tuition_fees,admission_requirements,language_requirements,application_deadline,program_url,country,city,ranking,description,confidence_score,extracted_at
Harvard University,Chemical Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.031000
Harvard University,Chemical Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.032000
Harvard University,Chemical Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.033000
Harvard University,Chemical Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.034000
Harvard University,Chemical Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.035000
Harvard University,Chemical Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.035000
Harvard University,Chemical Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.036000
Harvard University,Chemical Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.037000
Harvard University,Chemical Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.037000
Harvard University,Chemical Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.038000
Harvard University,Chemical Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.038000
Harvard University,Chemical Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.039000
Harvard University,Chemical Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.040000
Harvard University,Chemical Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.040000
Harvard University,Chemical Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.041000
Harvard University,Software Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.042000
Harvard University,Software Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.042000
Harvard University,Software Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.043000
Harvard University,Software Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.044000
Harvard University,Software Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.045000
Harvard University,Software Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.046000
Harvard University,Software Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.046000
Harvard University,Software Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.047000
Harvard University,Software Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.048000
Harvard University,Software Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.049000
Harvard University,Software Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.050000
Harvard University,Software Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.051000
Harvard University,Software Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.052000
Harvard University,Software Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.052000
Harvard University,Software Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.053000
Harvard University,Software Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.054000
Harvard University,Aerospace Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.054000
Harvard University,Aerospace Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.055000
Harvard University,Aerospace Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.056000
Harvard University,Aerospace Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.056000
Harvard University,Aerospace Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.057000
Harvard University,Aerospace Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.057000
Harvard University,Aerospace Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.058000
Harvard University,Aerospace Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.059000
Harvard University,Aerospace Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.059000
Harvard University,Aerospace Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.060000
Harvard University,Aerospace Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.061000
Harvard University,Aerospace Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.061000
Harvard University,Aerospace Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.062000
Harvard University,Aerospace Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.063000
Harvard University,Aerospace Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.064000
Harvard University,Aerospace Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/aerospace-engineering,United States,Cambridge,1,"Comprehensive Aerospace Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.065000
Harvard University,Biomedical Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/biomedical-engineering,United States,Cambridge,1,"Comprehensive Biomedical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.066000
Harvard University,Biomedical Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/biomedical-engineering,United States,Cambridge,1,"Comprehensive Biomedical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.067000
Harvard University,Biomedical Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/biomedical-engineering,United States,Cambridge,1,"Comprehensive Biomedical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.068000
Harvard University,Biomedical Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/biomedical-engineering,United States,Cambridge,1,"Comprehensive Biomedical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.068000
